21
# x y z
-15	0	0
-13.5	0	0
-12	0	0
-10.5	0	0
-9	0	0
-7.5	0	0
-6	0	0
-4.5	0	0
-3	0	0
-1.5	0	0
0	0	0
1.5	0	0
3	0	0
4.5	0	0
6	0	0
7.5	0	0
9	0	0
10.5	0	0
12	0	0
13.5	0	0
15	0	0
171
# a b m n err i ip iperr k r rhoa u valid 
12	13	15	16	1.00015984959683e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-1.13097335529233e+02	0.00000000000000e+00	7.02547422805221e+01	0.00000000000000e+00	1
13	14	16	17	1.00014697101844e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-1.13097335529233e+02	0.00000000000000e+00	7.64109371520274e+01	0.00000000000000e+00	1
14	15	17	18	1.00013754455399e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-1.13097335529233e+02	0.00000000000000e+00	8.16476819886124e+01	0.00000000000000e+00	1
15	16	18	19	1.00013155483070e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-1.13097335529233e+02	0.00000000000000e+00	8.53651243323760e+01	0.00000000000000e+00	1
16	17	19	20	1.00012992001396e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-1.13097335529233e+02	0.00000000000000e+00	8.64392965145380e+01	0.00000000000000e+00	1
17	18	20	21	1.00013039188793e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-1.13097335529233e+02	0.00000000000000e+00	8.61264818719915e+01	0.00000000000000e+00	1
1	2	5	6	1.00035077547265e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-2.82743338823081e+02	0.00000000000000e+00	8.00382147597772e+01	0.00000000000000e+00	1
2	3	6	7	1.00033699216148e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-2.82743338823081e+02	0.00000000000000e+00	8.33118646724555e+01	0.00000000000000e+00	1
3	4	7	8	1.00031507127573e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-2.82743338823081e+02	0.00000000000000e+00	8.91082490664383e+01	0.00000000000000e+00	1
4	5	8	9	1.00029304249180e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-2.82743338823081e+02	0.00000000000000e+00	9.58067682220082e+01	0.00000000000000e+00	1
5	6	9	10	1.00027995787426e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-2.82743338823081e+02	0.00000000000000e+00	1.00284575909615e+02	0.00000000000000e+00	1
6	7	10	11	1.00028148244362e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-2.82743338823081e+02	0.00000000000000e+00	9.97414120364451e+01	0.00000000000000e+00	1
7	8	11	12	1.00030039668062e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-2.82743338823081e+02	0.00000000000000e+00	9.34612611923200e+01	0.00000000000000e+00	1
8	9	12	13	1.00036564244026e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-2.82743338823081e+02	0.00000000000000e+00	7.67838646873663e+01	0.00000000000000e+00	1
9	10	13	14	1.00046328290722e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-2.82743338823081e+02	0.00000000000000e+00	6.06010275930723e+01	0.00000000000000e+00	1
10	11	14	15	1.00051402228861e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-2.82743338823081e+02	0.00000000000000e+00	5.46190520879903e+01	0.00000000000000e+00	1
11	12	15	16	1.00052749133337e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-2.82743338823081e+02	0.00000000000000e+00	5.32243957421606e+01	0.00000000000000e+00	1
12	13	16	17	1.00048482963580e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-2.82743338823081e+02	0.00000000000000e+00	5.79077966503818e+01	0.00000000000000e+00	1
13	14	17	18	1.00041938559131e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-2.82743338823081e+02	0.00000000000000e+00	6.69441906282206e+01	0.00000000000000e+00	1
14	15	18	19	1.00037643980878e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-2.82743338823081e+02	0.00000000000000e+00	7.45814785137736e+01	0.00000000000000e+00	1
15	16	19	20	1.00035008816261e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-2.82743338823081e+02	0.00000000000000e+00	8.01953500522037e+01	0.00000000000000e+00	1
16	17	20	21	1.00034107359075e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-2.82743338823081e+02	0.00000000000000e+00	8.23149176695203e+01	0.00000000000000e+00	1
1	2	6	7	1.00069526686820e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-5.65486677646163e+02	0.00000000000000e+00	8.07614324936623e+01	0.00000000000000e+00	1
2	3	7	8	1.00064856093808e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-5.65486677646163e+02	0.00000000000000e+00	8.65774725489358e+01	0.00000000000000e+00	1
3	4	8	9	1.00060285807567e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-5.65486677646163e+02	0.00000000000000e+00	9.31409684184027e+01	0.00000000000000e+00	1
4	5	9	10	1.00056534401261e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-5.65486677646163e+02	0.00000000000000e+00	9.93214726810241e+01	0.00000000000000e+00	1
5	6	10	11	1.00055074396549e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-5.65486677646163e+02	0.00000000000000e+00	1.01954463830505e+02	0.00000000000000e+00	1
6	7	11	12	1.00058002472812e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-5.65486677646163e+02	0.00000000000000e+00	9.68075865453369e+01	0.00000000000000e+00	1
7	8	12	13	1.00072199067743e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-5.65486677646163e+02	0.00000000000000e+00	7.77721089344368e+01	0.00000000000000e+00	1
8	9	13	14	1.00094332651976e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-5.65486677646163e+02	0.00000000000000e+00	5.95240867560435e+01	0.00000000000000e+00	1
9	10	14	15	1.00107013319081e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-5.65486677646163e+02	0.00000000000000e+00	5.24706640818127e+01	0.00000000000000e+00	1
10	11	15	16	1.00111479017127e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-5.65486677646163e+02	0.00000000000000e+00	5.03687446010961e+01	0.00000000000000e+00	1
11	12	16	17	1.00111874920739e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-5.65486677646163e+02	0.00000000000000e+00	5.01904979910476e+01	0.00000000000000e+00	1
12	13	17	18	1.00105002118418e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-5.65486677646163e+02	0.00000000000000e+00	5.34756898442545e+01	0.00000000000000e+00	1
13	14	18	19	1.00090445226985e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-5.65486677646163e+02	0.00000000000000e+00	6.20825077580412e+01	0.00000000000000e+00	1
14	15	19	20	1.00080192930206e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-5.65486677646163e+02	0.00000000000000e+00	7.00195212760835e+01	0.00000000000000e+00	1
15	16	20	21	1.00073345222630e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-5.65486677646163e+02	0.00000000000000e+00	7.65567695396058e+01	0.00000000000000e+00	1
1	2	7	8	1.00117175550236e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-9.89601685880783e+02	0.00000000000000e+00	8.38600524148270e+01	0.00000000000000e+00	1
2	3	8	9	1.00110036526923e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-9.89601685880783e+02	0.00000000000000e+00	8.93008260723156e+01	0.00000000000000e+00	1
3	4	9	10	1.00104341201257e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-9.89601685880783e+02	0.00000000000000e+00	9.41752308502335e+01	0.00000000000000e+00	1
4	5	10	11	1.00100612333523e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-9.89601685880783e+02	0.00000000000000e+00	9.76655541760000e+01	0.00000000000000e+00	1
5	6	11	12	1.00102995628424e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-9.89601685880783e+02	0.00000000000000e+00	9.54055798514868e+01	0.00000000000000e+00	1
6	7	12	13	1.00126428952618e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-9.89601685880783e+02	0.00000000000000e+00	7.77222395805044e+01	0.00000000000000e+00	1
7	8	13	14	1.00162225077491e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-9.89601685880783e+02	0.00000000000000e+00	6.05721173792526e+01	0.00000000000000e+00	1
8	9	14	15	1.00180756813519e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-9.89601685880783e+02	0.00000000000000e+00	5.43620090915906e+01	0.00000000000000e+00	1
9	10	15	16	1.00186205167589e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-9.89601685880783e+02	0.00000000000000e+00	5.27713590108414e+01	0.00000000000000e+00	1
10	11	16	17	1.00184238525209e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-9.89601685880783e+02	0.00000000000000e+00	5.33346709428523e+01	0.00000000000000e+00	1
11	12	17	18	1.00189883178977e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-9.89601685880783e+02	0.00000000000000e+00	5.17491714747543e+01	0.00000000000000e+00	1
12	13	18	19	1.00190277667555e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-9.89601685880783e+02	0.00000000000000e+00	5.16418823123525e+01	0.00000000000000e+00	1
13	14	19	20	1.00166917083150e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-9.89601685880783e+02	0.00000000000000e+00	5.88694277732190e+01	0.00000000000000e+00	1
14	15	20	21	1.00147619397790e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-9.89601685880783e+02	0.00000000000000e+00	6.65652803526636e+01	0.00000000000000e+00	1
1	2	8	9	1.00183747939228e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-1.58336269740926e+03	0.00000000000000e+00	8.55633124350912e+01	0.00000000000000e+00	1
2	3	9	10	1.00176998564284e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-1.58336269740926e+03	0.00000000000000e+00	8.88260868770303e+01	0.00000000000000e+00	1
3	4	10	11	1.00173592660835e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-1.58336269740926e+03	0.00000000000000e+00	9.05688844492053e+01	0.00000000000000e+00	1
4	5	11	12	1.00177132294723e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-1.58336269740926e+03	0.00000000000000e+00	8.87590245692556e+01	0.00000000000000e+00	1
5	6	12	13	1.00211606739872e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-1.58336269740926e+03	0.00000000000000e+00	7.42984430691299e+01	0.00000000000000e+00	1
6	7	13	14	1.00260715511846e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-1.58336269740926e+03	0.00000000000000e+00	6.03032651428912e+01	0.00000000000000e+00	1
7	8	14	15	1.00278548005590e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-1.58336269740926e+03	0.00000000000000e+00	5.64426112106983e+01	0.00000000000000e+00	1
8	9	15	16	1.00277192365680e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-1.58336269740926e+03	0.00000000000000e+00	5.67186554862067e+01	0.00000000000000e+00	1
9	10	16	17	1.00268924478373e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-1.58336269740926e+03	0.00000000000000e+00	5.84624634877557e+01	0.00000000000000e+00	1
10	11	17	18	1.00271954839363e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-1.58336269740926e+03	0.00000000000000e+00	5.78110106835983e+01	0.00000000000000e+00	1
11	12	18	19	1.00297529274793e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-1.58336269740926e+03	0.00000000000000e+00	5.28417099802385e+01	0.00000000000000e+00	1
12	13	19	20	1.00313798306340e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-1.58336269740926e+03	0.00000000000000e+00	5.01020471355564e+01	0.00000000000000e+00	1
13	14	20	21	1.00279877770024e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-1.58336269740926e+03	0.00000000000000e+00	5.61744339363658e+01	0.00000000000000e+00	1
1	2	9	10	1.00279912873397e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-2.37504404611388e+03	0.00000000000000e+00	8.42510835920668e+01	0.00000000000000e+00	1
2	3	10	11	1.00279464452018e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-2.37504404611388e+03	0.00000000000000e+00	8.43862733656861e+01	0.00000000000000e+00	1
3	4	11	12	1.00291434644954e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-2.37504404611388e+03	0.00000000000000e+00	8.09201790550989e+01	0.00000000000000e+00	1
4	5	12	13	1.00347874791769e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-2.37504404611388e+03	0.00000000000000e+00	6.77911994481741e+01	0.00000000000000e+00	1
5	6	13	14	1.00410016884445e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-2.37504404611388e+03	0.00000000000000e+00	5.75165231065528e+01	0.00000000000000e+00	1
6	7	14	15	1.00416294013324e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-2.37504404611388e+03	0.00000000000000e+00	5.66492295589198e+01	0.00000000000000e+00	1
7	8	15	16	1.00396062960688e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-2.37504404611388e+03	0.00000000000000e+00	5.95429799134376e+01	0.00000000000000e+00	1
8	9	16	17	1.00371282499327e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-2.37504404611388e+03	0.00000000000000e+00	6.35171610332179e+01	0.00000000000000e+00	1
9	10	17	18	1.00369229478032e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-2.37504404611388e+03	0.00000000000000e+00	6.38703438658429e+01	0.00000000000000e+00	1
10	11	18	19	1.00393748816330e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-2.37504404611388e+03	0.00000000000000e+00	5.98929363073408e+01	0.00000000000000e+00	1
11	12	19	20	1.00446562206481e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-2.37504404611388e+03	0.00000000000000e+00	5.28094053451767e+01	0.00000000000000e+00	1
12	13	20	21	1.00486402981267e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-2.37504404611388e+03	0.00000000000000e+00	4.84837037271490e+01	0.00000000000000e+00	1
1	2	10	11	1.00423665397517e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-3.39292006587699e+03	0.00000000000000e+00	7.95193665030046e+01	0.00000000000000e+00	1
2	3	11	12	1.00450716202232e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-3.39292006587699e+03	0.00000000000000e+00	7.47466794261199e+01	0.00000000000000e+00	1
3	4	12	13	1.00549607568588e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-3.39292006587699e+03	0.00000000000000e+00	6.12970152978870e+01	0.00000000000000e+00	1
4	5	13	14	1.00638373533966e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-3.39292006587699e+03	0.00000000000000e+00	5.27733215180308e+01	0.00000000000000e+00	1
5	6	14	15	1.00619410844452e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-3.39292006587699e+03	0.00000000000000e+00	5.43890009363233e+01	0.00000000000000e+00	1
6	7	15	16	1.00561493665589e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-3.39292006587699e+03	0.00000000000000e+00	5.99993860050735e+01	0.00000000000000e+00	1
7	8	16	17	1.00505815818649e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-3.39292006587699e+03	0.00000000000000e+00	6.66041012922267e+01	0.00000000000000e+00	1
8	9	17	18	1.00488062632859e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-3.39292006587699e+03	0.00000000000000e+00	6.90268996415005e+01	0.00000000000000e+00	1
9	10	18	19	1.00510932243361e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-3.39292006587699e+03	0.00000000000000e+00	6.59371105488129e+01	0.00000000000000e+00	1
10	11	19	20	1.00560408253748e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-3.39292006587699e+03	0.00000000000000e+00	6.01155988431820e+01	0.00000000000000e+00	1
11	12	20	21	1.00646199785584e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-3.39292006587699e+03	0.00000000000000e+00	5.21341446342688e+01	0.00000000000000e+00	1
1	2	11	12	1.00660477471489e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-4.66526509058082e+03	0.00000000000000e+00	7.01347595516053e+01	0.00000000000000e+00	1
2	3	12	13	1.00819245773909e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-4.66526509058082e+03	0.00000000000000e+00	5.65421382437319e+01	0.00000000000000e+00	1
3	4	13	14	1.00956982213833e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-4.66526509058082e+03	0.00000000000000e+00	4.84036748879404e+01	0.00000000000000e+00	1
4	5	14	15	1.00918076087425e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-4.66526509058082e+03	0.00000000000000e+00	5.04550594663320e+01	0.00000000000000e+00	1
5	6	15	16	1.00801398110463e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-4.66526509058082e+03	0.00000000000000e+00	5.78014419417594e+01	0.00000000000000e+00	1
6	7	16	17	1.00692282490539e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-4.66526509058082e+03	0.00000000000000e+00	6.69124597935464e+01	0.00000000000000e+00	1
7	8	17	18	1.00645019293880e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-4.66526509058082e+03	0.00000000000000e+00	7.18156492418413e+01	0.00000000000000e+00	1
8	9	18	19	1.00654935359717e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-4.66526509058082e+03	0.00000000000000e+00	7.07282728685544e+01	0.00000000000000e+00	1
9	10	19	20	1.00702888811759e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-4.66526509058082e+03	0.00000000000000e+00	6.59027270663820e+01	0.00000000000000e+00	1
10	11	20	21	1.00778564791298e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-4.66526509058082e+03	0.00000000000000e+00	5.94967069894441e+01	0.00000000000000e+00	1
1	2	12	13	1.01162107644436e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-6.22035345410788e+03	0.00000000000000e+00	5.31457170350950e+01	0.00000000000000e+00	1
2	3	13	14	1.01358885223927e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-6.22035345410788e+03	0.00000000000000e+00	4.54491536359652e+01	0.00000000000000e+00	1
3	4	14	15	1.01312926819249e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-6.22035345410788e+03	0.00000000000000e+00	4.70402336488644e+01	0.00000000000000e+00	1
4	5	15	16	1.01144356768317e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-6.22035345410788e+03	0.00000000000000e+00	5.39701633171713e+01	0.00000000000000e+00	1
5	6	16	17	1.00960196027966e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-6.22035345410788e+03	0.00000000000000e+00	6.43222065213365e+01	0.00000000000000e+00	1
6	7	17	18	1.00861839642894e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-6.22035345410788e+03	0.00000000000000e+00	7.16633981031929e+01	0.00000000000000e+00	1
7	8	18	19	1.00845439879527e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-6.22035345410788e+03	0.00000000000000e+00	7.30536028157953e+01	0.00000000000000e+00	1
8	9	19	20	1.00878623316338e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-6.22035345410788e+03	0.00000000000000e+00	7.02943831200472e+01	0.00000000000000e+00	1
9	10	20	21	1.00949496054460e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-6.22035345410788e+03	0.00000000000000e+00	6.50471097001012e+01	0.00000000000000e+00	1
1	2	13	14	1.01846931892837e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-8.08645949033998e+03	0.00000000000000e+00	4.34696392673528e+01	0.00000000000000e+00	1
2	3	14	15	1.01787264077783e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-8.08645949033998e+03	0.00000000000000e+00	4.49210631041230e+01	0.00000000000000e+00	1
